Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	OR350414.1	2023-07-25	Forestry and Forest Products Research Institute	NC_082857.1	53212		Ilex rugosa		157588	Circular	132
Plastid	OR345355.1	2023-07-23	Sun Yat-sen University	NC_082904.1	462872		Dianella tasmanica		157736	Circular	130
Chloroplast	OR400247.1	2023-08-05	Qujing Normal University	NC_082906.1	175757		Amorphophallus yunnanensis	PRJNA1006506	164417	Circular	126
Chloroplast	OR400248.1	2023-08-05	Qujing Normal University	NC_082907.1	175735		Amorphophallus krausei		172418	Circular	130
Plastid	OP953684.1	2022-12-04	Fujian Agriculture and Forestry University	NC_082913.1	3020961		Chiloschista guangdongensis		145322	Circular	127
Plastid	OP953685.1	2022-12-04	Fujian Agriculture and Forestry University	NC_082914.1	339075		Chiloschista lunifera		145004	Circular	125
Plastid	OP953686.1	2022-12-04	Fujian Agriculture and Forestry University	NC_082915.1	53059		Taeniophyllum pusillum		143223	Circular	125
Plastid	OP953688.1	2022-12-04	Fujian Agriculture and Forestry University	NC_082916.1	331181		Chiloschista viridiflava		143233	Circular	125
Plastid	OP279446.1	2022-08-23	Fujian Agriculture and Forestry University	NC_082919.1	2981182		Cenchrus fungigraminus		138144	Circular	130
Chloroplast	OP169019.1	2022-08-05	Universidade Federal do Rio Grande do Sul	NC_082920.1	1971366		Tanaecium tetramerum		159476	Circular	135
Chloroplast	OR393179.1	2023-08-02	Chinese Academy of Sciences	NC_082922.1	137186		Terniopsis sessilis		129815	Circular	123
Chloroplast	OR393187.1	2023-08-02	Chinese Academy of Sciences	NC_082923.1	222649		Cladopus fukienensis		132834	Circular	124
Chloroplast	OR393188.1	2023-08-02	Chinese Academy of Sciences	NC_082924.1	698813		Cladopus pierrei		132893	Circular	124
Chloroplast	OR393189.1	2023-08-02	Chinese Academy of Sciences	NC_082925.1	3073856		Cladopus yinggelingensis		132907	Circular	124
Chloroplast	OR393190.1	2023-08-02	Chinese Academy of Sciences	NC_082926.1	56908		Hydrobryum floribundum		129927	Circular	122
Chloroplast	OR393192.1	2023-08-02	Chinese Academy of Sciences	NC_082927.1	3073857		Terniopsis daoyinensis		130314	Circular	123
Chloroplast	OR393193.1	2023-08-02	Chinese Academy of Sciences	NC_082928.1	2060757		Terniopsis filiformis		130077	Circular	123
Chloroplast	OR393195.1	2023-08-02	Chinese Academy of Sciences	NC_082929.1	2060756		Terniopsis heterostaminata		129763	Circular	122
Chloroplast	OR426592.1	2023-08-11	Changchun Sci-Tech University	NC_082943.1	1898823		Vincetoxicum microcentrum		160264	Circular	117
Chloroplast	OP414608.1	2022-09-09	GuangXi Minzu University	NC_082963.1	2917579		Aspidistra sichuanensis		156513	Circular	133
Chloroplast	OR415702.1	2023-08-08	Hebei Agricultural University	NC_082965.1	3074321		Deutzia hamata		157021	Circular	131
Chloroplast	OR415703.1	2023-08-08	Hebei Agricultural University	NC_082966.1	1623366		Deutzia hypoglauca		156860	Circular	131
Chloroplast	OR415704.1	2023-08-08	Hebei Agricultural University	NC_082967.1	979727		Deutzia parviflora		156994	Circular	131
Chloroplast	OR415705.1	2023-08-08	Hebei Agricultural University	NC_082968.1	1623363		Deutzia grandiflora		157025	Circular	131
Chloroplast	OR415706.1	2023-08-08	Hebei Agricultural University	NC_082969.1	984478		Deutzia scabra		156860	Circular	131
Chloroplast	OR438428.1	2023-08-14	Shanxi Agricultural University	NC_082971.1	56038		Fraxinus velutina		155610	Circular	131
Chloroplast	OQ928160.1	2023-05-05	National Research Council, Italy	NC_082974.1	114280		Cichorium endivia		152809	Circular	135
Chloroplast	OQ547778.1	2023-02-28	Guizhou University	NC_082975.1	3074754		Camellia rubimuricata		156631	Circular	132
Chloroplast	OQ556868.1	2023-03-01	Guizhou University	NC_082976.1	1840585		Camellia ilicifolia		157067	Circular	132
Chloroplast	OQ556870.1	2023-03-01	Guizhou University	NC_082977.1	2939673		Camellia zengii		157029	Circular	133
Chloroplast	OQ556871.1	2023-03-01	Guizhou University	NC_082978.1	1454366		Camellia luteoflora		157172	Circular	131
Chloroplast	OQ556872.1	2023-03-01	Guizhou University	NC_082979.1	2915795		Camellia neriifolia		157067	Circular	132
Chloroplast	OQ556873.1	2023-03-01	Guizhou University	NC_082980.1	2915786		Camellia atuberculata		157068	Circular	132
Chloroplast	OQ556874.1	2023-03-01	Guizhou University	NC_082981.1	542750		Camellia rhytidocarpa		157048	Circular	130
Chloroplast	OQ998918.1	2023-05-17	China West Normal University	NC_083081.1	1608375		Quercus austrocochinchinensis		160768	Circular	131
Chloroplast	OQ998919.1	2023-05-17	China West Normal University	NC_083082.1	2029998		Quercus helferiana		160801	Circular	131
Chloroplast	OQ998921.1	2023-05-17	China West Normal University	NC_083083.1	2029654		Quercus rex		160842	Circular	131
Plastid	OR438233.1	2023-08-14	National Resource Center for Chinese Meteria Medica	NC_083084.1	714518		Ziziphus jujuba var. spinosa		161626	Circular	130
Chloroplast	OR478164.1	2023-08-23	College of Life science and Technology	NC_083085.1	205360		Ajania fastigiata		151118	Circular	133
Chloroplast	OR438291.1	2023-08-12	college of pharmacy	NC_083086.1	1531355		Rubia alata		154973	Circular	127
Chloroplast	OR438292.1	2023-08-12	college of pharmacy	NC_083087.1	1531357		Rubia ovatifolia		154866	Circular	127
Chloroplast	OR438249.1	2023-08-15	National Resource Center for Chinese Meteria Medica	NC_083088.1	2066563		Rubus chingii var. suavissimus		155502	Circular	128
Chloroplast	OR438663.1	2023-08-14	Shanxi Agricultural University	NC_083089.1	193528		Hippophae rhamnoides subsp. mongolica		156404	Circular	130
Chloroplast	OR438664.1	2023-08-14	Shanxi Agricultural University	NC_083090.1	1185385		Hippophae rhamnoides subsp. caucasica		156185	Circular	131
Plastid	KR819179.1	2015-05-19	Chinese Academy of Sciences	NC_083091.1	381226		Trichomanes auriculatum		147656	Circular	131
Chloroplast	OR400574.1	2023-08-07	Kyoto University	NC_083119.1	1333885		Euphorbia adenochlora		163395	Circular	131
Chloroplast	OR400575.1	2023-08-07	Kyoto University	NC_083120.1	457253		Euphorbia jolkinii		162821	Circular	131
Chloroplast	OR458923.1	2023-08-17	National Institute of Forest Science	NC_083127.1	103488		Quercus salicina		160801	Circular	132
Chloroplast	OR456441.1	2023-08-17	Institute of Plant Biology and Biotechnology	NC_083128.1	2173068		Tulipa alberti		152359	Circular	136
Chloroplast	OR456442.1	2023-08-17	Institute of Plant Biology and Biotechnology	NC_083129.1	58708		Tulipa kolpakowskiana		152088	Circular	136
Chloroplast	OR459817.1	2023-08-17	Forestry and Forest Products Research Institute	NC_083131.1	78262		Abies veitchii		121412	Circular	112
Chloroplast	OR449303.1	2023-08-16	Beijing Forestry University	NC_083133.1	65561		Hypericum perforatum		139725	Circular	119
Chloroplast	OR459850.1	2023-08-17	Fujian Agriculture and Forestry Universit	NC_083135.1	426947		Trichoglottis cirrhifera		149442	Circular	129
Chloroplast	OR459851.1	2023-08-18	Fujian Agriculture and Forestry Universit	NC_083136.1	3075770		Trichoglottis ionosma		149841	Circular	127
Chloroplast	OR459852.1	2023-08-18	Fujian Agriculture and Forestry Universit	NC_083137.1	3075771		Trichoglottis lanceolaria		149467	Circular	129
Chloroplast	OR459853.1	2023-08-18	Fujian Agriculture and Forestry Universit	NC_083138.1	3075772		Trichoglottis orchidea		149449	Circular	129
Chloroplast	OR459854.1	2023-08-18	Fujian Agriculture and Forestry Universit	NC_083139.1	3075773		Trichoglottis subviolacea		149439	Circular	129
Chloroplast	ON986333.1	2022-07-14	Sun Yat-sen University	NC_083141.1	3075835		Firmiana daweishanensis		161194	Circular	137
Chloroplast	ON986334.1	2022-07-14	Sun Yat-sen University	NC_083142.1	1863013		Firmiana kwangsiensis		160836	Circular	136
Chloroplast	OR426626.1	2023-08-08	Changwon National University	NC_083143.1	2720781		Saussurea dorogostaiskii		152624	Circular	127
Chloroplast	OR426627.1	2023-08-08	Changwon National University	NC_083144.1	2291728		Saussurea bogedaensis		152513	Circular	127
Chloroplast	OR426628.1	2023-08-11	Changwon National University	NC_083145.1	254904		Saussurea baicalensis		152624	Circular	128
Chloroplast	OR426629.1	2023-08-11	Changwon National University	NC_083146.1	254918		Saussurea orgaadayi		152594	Circular	129
Chloroplast	OP477471.1	2022-09-16	Sichuan University	NC_083192.1	2714098		Tongoloa dunnii		161186	Circular	137
Chloroplast	OP477476.1	2022-09-16	Sichuan University	NC_083193.1	2714099		Tongoloa filicaudicis		159842	Circular	137
Chloroplast	OP477477.1	2022-09-16	Sichuan University	NC_083194.1	2714100		Tongoloa napifera		159803	Circular	137
Chloroplast	OP477478.1	2022-09-16	Sichuan University	NC_083195.1	584768		Trachydium souliei		168331	Circular	128
Chloroplast	OP477481.1	2022-09-16	Sichuan University	NC_083196.1	2831472		Sinocarum muliense		150991	Circular	130
Chloroplast	OP477482.1	2022-09-16	Sichuan University	NC_083197.1	584743		Hymenidium lhasanum		155985	Circular	130
Chloroplast	OP477483.1	2022-09-16	Sichuan University	NC_083198.1	496700		Tongoloa gracilis		172450	Circular	147
Chloroplast	OP477484.1	2022-09-16	Sichuan University	NC_083199.1	941844		Trachydium variabile		159914	Circular	134
Chloroplast	OP477485.1	2022-09-16	Sichuan University	NC_083200.1	239678		Sinolimprichtia alpina		165608	Circular	137
Chloroplast	OP477486.1	2022-09-16	Sichuan University	NC_083201.1	2663480		Tongoloa stewardii		161591	Circular	135
Chloroplast	OP477487.1	2022-09-16	Sichuan University	NC_083202.1	2663478		Tongoloa tagongensis		163061	Circular	132
Chloroplast	OP477488.1	2022-09-16	Sichuan University	NC_083203.1	2666435		Tongoloa zhongdianensis		153833	Circular	130
Chloroplast	OP477490.1	2022-09-16	Sichuan University	NC_083204.1	2714101		Tongoloa taeniophylla		157959	Circular	133
Chloroplast	OP477492.1	2022-09-16	Sichuan University	NC_083205.1	584749		Hymenidium virgatum		161314	Circular	138
Chloroplast	OP477493.1	2022-09-16	Sichuan University	NC_083206.1	2714104		Tongoloa arguta		161099	Circular	138
Chloroplast	OP477494.1	2022-09-16	Sichuan University	NC_083207.1	165487		Trachydium simplicifolium		155735	Circular	130
Chloroplast	OP477495.1	2022-09-16	Sichuan University	NC_083208.1	165498		Tongoloa elata		158624	Circular	133
Chloroplast	OP477496.1	2022-09-16	Sichuan University	NC_083209.1	2663479		Tongoloa rubronervis		161273	Circular	136
Chloroplast	OP477498.1	2022-09-19	Sichuan University	NC_083210.1	496701		Tongoloa loloensis		161702	Circular	137
Chloroplast	OP480040.1	2022-09-20	Wenzhou University	NC_083211.1	3076540		Engelhardia unijuga		161061	Circular	133
Chloroplast	OR478156.1	2023-08-23	Sahmyook University	NC_083214.1	247887		Senna candolleana		160946	Circular	130
Chloroplast	OR478157.1	2023-08-23	Sahmyook University	NC_083215.1	1789066		Senna marilandica		159304	Circular	130
Chloroplast	OR478158.1	2023-08-23	Sahmyook University	NC_083216.1	1574110		Senna multiglandulosa		160642	Circular	129
Chloroplast	OR478160.1	2023-08-23	Sahmyook University	NC_083217.1	346994		Senna reticulata		159178	Circular	130
Chloroplast	OR478161.1	2023-08-23	Sahmyook University	NC_083218.1	948718		Senna sophera		160130	Circular	130
Chloroplast	OR473632.1	2023-08-23	University of Nizwa	NC_083219.1	555479		Nigella sativa		154120	Circular	128
Chloroplast	OR473626.1	2023-08-23	Nanchang Normal University	NC_083220.1	105674		Alpinia japonica		161906	Circular	133
Chloroplast	LC780190.1	2023-09-07	Contact:Yoichi Watanabe Graduate School of Horticulture, Chiba University; Matsudo 648, Matsudo, Chiba University 271-8510, Japan	NC_083221.1	1655241		Hypecoum erectum		169241	Circular	140
Chloroplast	OR491695.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083391.1	2836190		Astragalus floridus		122441	Circular	110
Plastid	OQ946685.1	2023-05-08	University of Granada	NC_083905.1	232092		Coffea arabica x Coffea canephora		155188	Circular	140
Plastid	OQ946695.1	2023-05-08	University of Granada	NC_083906.1	49377		Coffea racemosa		154942	Circular	140
Plastid	OQ946710.1	2023-05-08	University of Granada	NC_083907.1	49369		Coffea eugenioides		155123	Circular	140
Plastid	OQ946722.1	2023-05-08	University of Granada	NC_083908.1	413830		Coffea arabica x Coffea liberica		155011	Circular	140
Chloroplast	OR491696.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083909.1	2836192		Astragalus muliensis		122836	Circular	110
Chloroplast	OR491697.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083910.1	3077617		Astragalus psilosepalus		123560	Circular	110
Chloroplast	OR491698.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083911.1	2836193		Astragalus stipulatus		123448	Circular	110
Chloroplast	OR491699.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083912.1	2184288		Astragalus tumbatsica		124662	Circular	110
Chloroplast	OR491701.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083913.1	626695		Caragana tangutica		128445	Circular	110
Chloroplast	OR491702.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083914.1	149687		Ototropis elegans		149720	Circular	128
Chloroplast	OR491703.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083915.1	1641279		Hedysarum campylocarpon		121190	Circular	110
Chloroplast	OR491704.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083916.1	1641281		Hedysarum citrinum		123663	Circular	110
Chloroplast	OR491705.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083917.1	1641289		Hedysarum longigynophorum		123476	Circular	110
Chloroplast	OR491706.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083918.1	1641302		Hedysarum xizangense		122533	Circular	110
Chloroplast	OR491707.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083919.1	1621226		Indigofera bracteata		158539	Circular	128
Chloroplast	OR491708.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083920.1	1479707		Oxytropis falcata		122781	Circular	110
Chloroplast	OR491712.1	2023-08-28	Research Center of Chinese Medicine Resources and Minority Medicine	NC_083921.1	483877		Vicia tibetica		134974	Circular	111
Chloroplast	OQ613371.1	2023-03-10	Florida Museum of Natural History	NC_083924.1	308214		Brasiliopuntia brasiliensis		162410	Circular	139
Chloroplast	OQ613373.1	2023-03-10	Florida Museum of Natural History	NC_083925.1	2762378		Consolea macracantha		160649	Circular	138
Chloroplast	OQ613374.1	2023-03-10	Florida Museum of Natural History	NC_083926.1	1041201		Consolea moniliformis		160839	Circular	138
Chloroplast	OQ613375.1	2023-03-10	Florida Museum of Natural History	NC_083927.1	1041203		Consolea rubescens		160830	Circular	138
Chloroplast	OQ613376.1	2023-03-10	Florida Museum of Natural History	NC_083928.1	1001070		Miqueliopuntia miquelii		150503	Circular	130
Chloroplast	OQ613377.1	2023-03-10	Florida Museum of Natural History	NC_083929.1	1041197		Opuntia arechavaletae		149275	Circular	130
Chloroplast	OQ613378.1	2023-03-10	Florida Museum of Natural History	NC_083930.1	867466		Opuntia auberi		138379	Circular	126
Chloroplast	OQ613379.1	2023-03-10	Florida Museum of Natural History	NC_083931.1	1041215		Opuntia aureispina		124016	Circular	117
Chloroplast	OQ613380.1	2023-03-10	Florida Museum of Natural History	NC_083932.1	1041216		Opuntia austrina		123091	Circular	118
Chloroplast	OQ613382.1	2023-03-10	Florida Museum of Natural History	NC_083933.1	1041223		Opuntia caracassana		138141	Circular	126
Chloroplast	OQ613383.1	2023-03-10	Florida Museum of Natural History	NC_083934.1	1041226		Opuntia chisosensis		123987	Circular	118
Chloroplast	OQ613384.1	2023-03-10	Florida Museum of Natural History	NC_083935.1	867480		Opuntia chlorotica		123748	Circular	118
Chloroplast	OQ613385.1	2023-03-10	Florida Museum of Natural History	NC_083936.1	1574136		Opuntia colubrina		147853	Circular	130
Chloroplast	OQ613387.1	2023-03-10	Florida Museum of Natural History	NC_083937.1	1001110		Opuntia dejecta		137452	Circular	126
Chloroplast	OQ613388.1	2023-03-10	Florida Museum of Natural History	NC_083938.1	1041230		Opuntia drummondii		123611	Circular	118
Chloroplast	OQ613389.1	2023-03-10	Florida Museum of Natural History	NC_083939.1	1001111		Opuntia gaumeri		137818	Circular	126
Chloroplast	OQ613390.1	2023-03-10	Florida Museum of Natural History	NC_083940.1	1129457		Opuntia guatemalensis		137494	Circular	126
Chloroplast	OQ613391.1	2023-03-10	Florida Museum of Natural History	NC_083941.1	1041241		Opuntia jamaicensis		137596	Circular	126
Chloroplast	OQ613392.1	2023-03-10	Florida Museum of Natural History	NC_083942.1	1001116		Opuntia macbridei		148031	Circular	130
Chloroplast	OQ613393.1	2023-03-10	Florida Museum of Natural History	NC_083943.1	867494		Opuntia macrocentra		123988	Circular	118
Chloroplast	OQ613394.1	2023-03-10	Florida Museum of Natural History	NC_083944.1	1041245		Opuntia macrorhiza		123881	Circular	118
Chloroplast	OQ613395.1	2023-03-10	Florida Museum of Natural History	NC_083945.1	2078759		Opuntia mesacantha		123784	Circular	118
Chloroplast	OQ613396.1	2023-03-10	Florida Museum of Natural History	NC_083946.1	169217		Opuntia microdasys		124337	Circular	119
Chloroplast	OQ613397.1	2023-03-10	Florida Museum of Natural History	NC_083947.1	1041251		Opuntia pachyrrhiza		152690	Circular	138
Chloroplast	OQ613399.1	2023-03-10	Florida Museum of Natural History	NC_083948.1	867500		Opuntia pycnantha		152441	Circular	139
Chloroplast	OQ613400.1	2023-03-10	Florida Museum of Natural History	NC_083949.1	154407		Opuntia quimilo		150374	Circular	130
Chloroplast	OQ613401.1	2023-03-10	Florida Museum of Natural History	NC_083950.1	1041259		Opuntia quitensis		148114	Circular	130
Chloroplast	OQ613402.1	2023-03-10	Florida Museum of Natural History	NC_083951.1	1041262		Opuntia retrorsa		147640	Circular	130
Chloroplast	OQ613403.1	2023-03-10	Florida Museum of Natural History	NC_083952.1	867501		Opuntia rufida		123145	Circular	117
Chloroplast	OQ613404.1	2023-03-10	Florida Museum of Natural History	NC_083953.1	867502		Opuntia scheeri		151001	Circular	135
Chloroplast	OQ613405.1	2023-03-10	Florida Museum of Natural History	NC_083954.1	1041268		Opuntia setispina		123480	Circular	118
Chloroplast	OQ613406.1	2023-03-10	Florida Museum of Natural History	NC_083955.1	760567		Opuntia stenopetala		152717	Circular	139
Chloroplast	OQ613407.1	2023-03-10	Florida Museum of Natural History	NC_083956.1	1041270		Opuntia strigil		123994	Circular	118
Chloroplast	OQ613408.1	2023-03-10	Florida Museum of Natural History	NC_083957.1	1041263		Salmonopuntia salmiana		147474	Circular	128
Chloroplast	OQ613409.1	2023-03-10	Florida Museum of Natural History	NC_083958.1	1041266		Salmonopuntia schickendantzii		148035	Circular	128
Chloroplast	OQ613411.1	2023-03-10	Florida Museum of Natural History	NC_083959.1	1041277		Tacinga saxatilis		121937	Circular	114
Chloroplast	OQ613412.1	2023-03-10	Florida Museum of Natural History	NC_083960.1	867476		Airampoa erectoclada		145686	Circular	131
Chloroplast	OQ613413.1	2023-03-10	Florida Museum of Natural History	NC_083961.1	1112768		Airampoa soehrensii		156992	Circular	137
Chloroplast	OR499755.1	2023-08-30	Ningxia Academy of Agriculture and Forestry Science	NC_083964.1	41653		Tragopogon pratensis		153002	Circular	134
Chloroplast	OR502860.1	2023-08-31	Fujian Forestry Vocational & Technical College	NC_083977.1	1608485		Rosa anemoniflora		156578	Circular	130
Chloroplast	OR501825.1	2023-08-30	Yunnan Agricultural University	NC_083980.1	205567		Solanum muricatum		155733	Circular	131
Chloroplast	OR502631.1	2023-08-30	Institute of Botany, Jiangsu Province and Chinese Academy of Sciences (Nanjing Botanical Garden Mem. Sun Yat-Sen)	NC_083981.1	4628		Canna indica		164479	Circular	130
Chloroplast	OR502633.1	2023-08-30	Institute of Botany, Jiangsu Province and Chinese Academy of Sciences (Nanjing Botanical Garden Mem. Sun Yat-Sen)	NC_083982.1	341692		Canna x generalis		164427	Circular	130
Chloroplast	OR455462.1	2023-08-16	Guiyang University	NC_083984.1	2771004		Rhododendron ambiguum		207478	Circular	139
Chloroplast	OP022180.1	2022-07-19	Sun Yat-sen University	NC_083985.1	1398195		Ilex centrochinensis		157228	Circular	143
Chloroplast	OP022181.1	2022-07-19	Sun Yat-sen University	NC_083986.1	185500		Ilex corallina		157215	Circular	143
Chloroplast	OP022182.1	2022-07-19	Sun Yat-sen University	NC_083987.1	185505		Ilex cyrtura		157990	Circular	140
Chloroplast	OP022184.1	2022-07-19	Sun Yat-sen University	NC_083988.1	58296		Ilex dimorphophylla		157575	Circular	143
Chloroplast	OP022185.1	2022-07-19	Sun Yat-sen University	NC_083989.1	2033737		Ilex editicostata		158017	Circular	141
Chloroplast	OP022186.1	2022-07-19	Sun Yat-sen University	NC_083990.1	185511		Ilex fragilis		157849	Circular	140
Chloroplast	OP022187.1	2022-07-19	Sun Yat-sen University	NC_083991.1	1043421		Ilex hainanensis		157860	Circular	141
Chloroplast	OP022188.1	2022-07-19	Sun Yat-sen University	NC_083992.1	3019297		Ilex dicarpa		157829	Circular	141
Chloroplast	OP022189.1	2022-07-19	Sun Yat-sen University	NC_083993.1	2805809		Ilex angulata		157687	Circular	141
Chloroplast	OP441371.1	2022-09-12	South China Agricultural University	NC_083994.1	1508565		Pteris arisanensis		160191	Circular	130
Chloroplast	OP743918.1	2022-10-27	South China Agricultural University	NC_083995.1	265700		Pteris ensiformis		148985	Circular	130
Chloroplast	OP743919.1	2022-10-27	South China Agricultural University	NC_083996.1	32177		Taenitis blechnoides		157301	Circular	130
Chloroplast	OP526366.1	2022-09-23	Northwest Institute of Plateau Biology	NC_083997.1	426910		Malaxis monophyllos		153396	Circular	133
Chloroplast	OP104129.1	2022-07-20	Sun Yat-sen University	NC_084004.1	3078784		Ilex omeiensis		157849	Circular	141
Chloroplast	OP104131.1	2022-07-20	Sun Yat-sen University	NC_084005.1	1006184		Ilex pentagona		157578	Circular	144
Chloroplast	OP104133.1	2022-07-20	Sun Yat-sen University	NC_084006.1	3078785		Ilex polypyrena		157776	Circular	142
Chloroplast	OP104135.1	2022-07-20	Sun Yat-sen University	NC_084007.1	3078786		Ilex qingyuanensis		157973	Circular	141
Chloroplast	OP104136.1	2022-07-20	Sun Yat-sen University	NC_084008.1	3078787		Ilex salicina		157795	Circular	143
Chloroplast	OP104137.1	2022-07-20	Sun Yat-sen University	NC_084009.1	58304		Ilex serrata		157739	Circular	142
Chloroplast	OP104138.1	2022-07-20	Sun Yat-sen University	NC_084010.1	3078788		Ilex sterrophylla		157565	Circular	141
Chloroplast	OP104139.1	2022-07-20	Sun Yat-sen University	NC_084011.1	185540		Ilex nothofagifolia		157512	Circular	142
Chloroplast	OP104140.1	2022-07-20	Sun Yat-sen University	NC_084012.1	185520		Ilex intricata		157512	Circular	142
Chloroplast	OP104141.1	2022-07-20	Sun Yat-sen University	NC_084013.1	2033739		Ilex forrestii		157885	Circular	138
Chloroplast	OP104145.1	2022-07-20	Sun Yat-sen University	NC_084014.1	185518		Ilex hylonoma		157222	Circular	142
Chloroplast	OP104147.1	2022-07-20	Sun Yat-sen University	NC_084015.1	2855406		Ilex wenchowensis		157563	Circular	144
Chloroplast	OP104148.1	2022-07-20	Sun Yat-sen University	NC_084016.1	185562		Ilex wilsonii		157472	Circular	142
Chloroplast	OP104150.1	2022-07-20	Sun Yat-sen University	NC_084017.1	2606430		Ilex shukunii		157544	Circular	144
Chloroplast	OP104151.1	2022-07-20	Sun Yat-sen University	NC_084018.1	2715092		Ilex wugongshanensis		157575	Circular	144
Chloroplast	OP104152.1	2022-07-20	Sun Yat-sen University	NC_084019.1	2033741		Ilex godajam		157848	Circular	138
Chloroplast	OP104153.1	2022-07-20	Sun Yat-sen University	NC_084020.1	2606427		Ilex nuculicava		157472	Circular	144
Chloroplast	OP104154.1	2022-07-20	Sun Yat-sen University	NC_084021.1	2033798		Ilex tsiangiana		157978	Circular	139
Chloroplast	OP104155.1	2022-07-20	Sun Yat-sen University	NC_084022.1	3050858		Ilex wuana		157806	Circular	141
Chloroplast	OP104156.1	2022-07-20	Sun Yat-sen University	NC_084023.1	58305		Ilex macropoda		157773	Circular	142
Chloroplast	OP104157.1	2022-07-20	Sun Yat-sen University	NC_084024.1	1497784		Ilex litseifolia		157966	Circular	141
Chloroplast	OP104158.1	2022-07-20	Sun Yat-sen University	NC_084025.1	3019301		Ilex kunmingensis		157550	Circular	143
Chloroplast	OP104161.1	2022-07-20	Sun Yat-sen University	NC_084026.1	3019309		Ilex subrugosa		157576	Circular	144
Chloroplast	OP104162.1	2022-07-21	Sun Yat-sen University	NC_084027.1	2033758		Ilex sinica		157816	Circular	142
Chloroplast	OP104164.1	2022-07-21	Sun Yat-sen University	NC_084028.1	185488		Ilex aculeolata		157923	Circular	142
Chloroplast	OP104165.1	2022-07-21	Sun Yat-sen University	NC_084029.1	3078783		Ilex chengkouensis		157219	Circular	144
Chloroplast	OP104166.1	2022-07-21	Sun Yat-sen University	NC_084030.1	2033753		Ilex nanningensis		157568	Circular	144
Chloroplast	OP104167.1	2022-07-21	Sun Yat-sen University	NC_084031.1	2033794		Ilex stewardii		157857	Circular	142
Chloroplast	OP104168.1	2022-07-21	Sun Yat-sen University	NC_084032.1	3019304		Ilex peiradena		157204	Circular	144
Chloroplast	OP104169.1	2022-07-21	Sun Yat-sen University	NC_084033.1	185556		Ilex tolucana		157453	Circular	142
Chloroplast	OP104170.1	2022-07-21	Sun Yat-sen University	NC_084034.1	185559	winterberry	Ilex verticillata		157814	Circular	141
Chloroplast	OP104171.1	2022-07-21	Sun Yat-sen University	NC_084035.1	185548		Ilex rubra		157863	Circular	143
Chloroplast	OP104172.1	2022-07-21	Sun Yat-sen University	NC_084036.1	53201		Ilex decidua		157736	Circular	142
Chloroplast	OP104173.1	2022-07-21	Sun Yat-sen University	NC_084037.1	3019293		Ilex cauliflora		157565	Circular	143
Chloroplast	OP104174.1	2022-07-21	Sun Yat-sen University	NC_084038.1	3019315		Ilex jingxiensis		157564	Circular	144
Chloroplast	OP104175.1	2022-07-21	Sun Yat-sen University	NC_084039.1	3019305		Ilex robustinervosa		157217	Circular	144
Chloroplast	OP104176.1	2022-07-21	Sun Yat-sen University	NC_084040.1	1398196		Ilex hirsuta		157983	Circular	141
Chloroplast	OP104179.1	2022-07-21	Sun Yat-sen University	NC_084041.1	2082849		Ilex venulosa		157967	Circular	140
Chloroplast	OP104182.1	2022-07-21	Sun Yat-sen University	NC_084042.1	3019303		Ilex nitidissima		157641	Circular	139
Chloroplast	MZ461465.1	2021-06-19	Guizhou University	NC_084044.1	933138		Salvia leucantha		151038	Circular	134
Chloroplast	MZ461466.1	2021-06-19	Guizhou University	NC_084045.1	342061		Salvia deserta		151326	Circular	134
Chloroplast	MZ461467.1	2021-06-19	Guizhou University	NC_084046.1	2758143		Salvia grandifolia		151268	Circular	134
Chloroplast	MZ461468.1	2021-06-19	Guizhou University	NC_084047.1	2785301		Salvia forsskaolei		151745	Circular	134
Chloroplast	MZ461469.1	2021-06-19	Guizhou University	NC_084048.1	268915		Salvia lyrata		151228	Circular	130
Chloroplast	MZ461471.1	2021-06-19	Guizhou University	NC_084049.1	392646		Salvia apiana		151550	Circular	133
Chloroplast	MZ461472.1	2021-06-19	Guizhou University	NC_084050.1	268878		Salvia dorystaechas		151994	Circular	134
Chloroplast	MZ461473.1	2021-06-19	Guizhou University	NC_084051.1	268881		Lepechinia chamaedryoides		152014	Circular	134
Chloroplast	OK377271.1	2021-10-04	Gydle Inc.	NC_084054.1	1619352		Amyema quandang		120888	Circular	99
