"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X401554"	401554	"Soil"	3.432101135	"meth_2.1"	"Free-living"	NA	""	8.91	"meth_1.23"	NA	""	"2021-01-27T00:00:00"	"SL102346"	""	""	0.0574	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.891684652	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.77502 150.85921"	-33.77502	"Kurosol"	"meth_2.27"	150.85921	5.535951923	"meth_1.23"	1.711165246	"meth_2.1"	""	""	0.005399909	"meth_2.1"	NA	""	5.95	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Bungarribee Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	81.09	"meth_1.23"	10	"meth_1.23"	NA	NA	"102.100.100/401554"	"frozen"	NA	""	"7_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401554"	"1/27/21"	""	"Microlaena stipoides (10%); Cynodon dactylon (0.5%); Themeda australis (1%)"	"meth_2.28"	"Bursaria spinosa (65%)"	"meth_2.28"	"Eucalyptus amplifolia (60%); Eucalyptus moluccana (5%); Eucalyptus Tereticornis (10%)"	"meth_2.28"	NA	"Woodland"	6.265984655	"meth_2.1"	879	17.552	1639	5325	0.5325	9.0253439703209	63	150.661110384685	9.09090909090909	26920220	"Bin2"	"BASE"
"X401566"	401566	"Soil"	2.60341256	"meth_2.1"	"Free-living"	NA	""	35.91	"meth_1.23"	NA	""	"2021-02-03T00:00:00"	"SL102346"	""	""	0.0313	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.803793581	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.69566 150.72525"	-33.69566	"Chromosol"	"meth_2.27"	150.72525	7.490770436	"meth_1.23"	0.005764317	"meth_2.1"	""	""	0.00543081	"meth_2.1"	NA	""	5.21	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Wianamatta NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	23.09	"meth_1.23"	41	"meth_1.23"	NA	NA	"102.100.100/401566"	"frozen"	NA	""	"19_2"	"Clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401566"	"2/3/21"	""	"Lomandra cylindrica (1%)"	"meth_2.28"	"Melaleuca decora (6%); Melaleuca nodosa (85%); Grevillea juniperina (1%); Leptospermum trinenium (1%)"	"meth_2.28"	"Eucalyptus sclerophylla (3%); Eucalyptus fibrosa (5%); Angophora bakeri (1%)"	"meth_2.28"	NA	"Woodland"	26.28120894	"meth_2.1"	859	17.31983	1626	5274	0.5274	10.7360804725508	62	150.659260026255	9.09090909090909	26838709	"Bin2"	"BASE"
"X138530"	138530	"Soil"	14	"meth_2.1"	"Free-living"	3.04	"meth_2.1"	26.9	"meth_2.1"	10.96	"meth_2.1"	"2022-03-16T03:45:00"	""	"DKGR"	"meth_2.1"	0.35	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.69	"meth_2.1"	259.3	"meth_2.1"	73.65	"meth_2.1"	0.92	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.4 Natural feature protection"	"Soil [ENVO_00001998]"	0.03	"meth_2.1"	11.08	"meth_2.1"	10.87	"meth_2.1"	0.94	"meth_2.1"	3.34	"meth_2.1"	31	"meth_2.1"	"wildfire Nov 2019"	""	"Coastal (coastal terrestrial including cliff; rocky shore)"	"Australia:Tasmania [GAZ_00007396]"	"0"	"meth_2.1"	""	""	"-40.991764 147.063393"	-40.991764	"Kurosol"	"meth_2.27"	147.063393	NA	""	11	"meth_2.1"	""	"meth_3.1.1"	4.52	"meth_2.1"	5.3	"meth_2.1"	6.2	"meth_2.1"	16	"meth_2.1"	426	"meth_2.1"	""	"meth_1.1"	""	""	"AM_db_v4.2_202408091431.db"	"8/4/22"	"LOW_HEAD_metadata_xlsxUTC_convert_xlsx"	"LOW_HEAD_CSBP_210507_PREPAID_001_AM_SOIL_format_UPDATE_xlsx; soil_depths_LowHead_UPDATE_xlsx; AM_curate_geo_loc_name_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Low Head"	"Bissett"	"Soil"	41.96	"meth_2.1"	31.15	"meth_2.1"	NA	0	"102.100.100/138530"	""	22.8	"meth_2.1"	""	"1.5"	"meth_2.1"	0.52	"meth_2.1"	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138530"	"3/16/22"	"3:45:00"	""	""	""	""	""	""	100	"Woodland"	NA	""	789	13.18646	1275	6155	0.6155	10.8473064313824	63	150.660258737358	9.09090909090909	26722465	"Bin2"	"BASE"
"X401561"	401561	"Soil"	3.482693247	"meth_2.1"	"Free-living"	NA	""	4.91	"meth_1.23"	NA	""	"2021-01-29T00:00:00"	"SL102346"	""	""	0.0511	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.963040948	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.60955 150.88182"	-33.60955	"Kurosol"	"meth_2.27"	150.88182	9.370313052	"meth_1.23"	4.288154378	"meth_2.1"	""	""	0.02513772	"meth_2.1"	NA	""	5.32	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Scheyville NP"	"Kumari Rajapaksha Prathirajage"	"Soil"	85.09	"meth_1.23"	10	"meth_1.23"	NA	NA	"102.100.100/401561"	"frozen"	NA	""	"14_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401561"	"1/29/21"	""	"Aristida vagans (2%); Microlaena stipoides (5%)"	"meth_2.28"	"Bursaria spinosa (9%)"	"meth_2.28"	"Eucalyptus moluccana (1%)"	"meth_2.28"	NA	"Woodland"	18.2448037	"meth_2.1"	906	17.1695	1606	5633	0.5633	9.47657558357569	63	150.661181493903	9.09090909090909	26709338	"Bin2"	"BASE"
"X401578"	401578	"Soil"	0.854715855	"meth_2.1"	"Free-living"	NA	""	22.91	"meth_1.23"	NA	""	"2021-02-03T00:00:00"	"SL102346"	""	""	0.0327	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.686973967	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.65332 150.74464"	-33.65332	"Chromosol"	"meth_2.27"	150.74464	7.906635827	"meth_1.23"	2.5181951	"meth_2.1"	""	""	0.002840847	"meth_2.1"	NA	""	5.04	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Londonderry Reserve"	"Kumari Rajapaksha Prathirajage"	"Soil"	62.09	"meth_1.23"	15	"meth_1.23"	NA	NA	"102.100.100/401578"	"frozen"	NA	""	"31_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401578"	"2/3/21"	""	"Lomandra multiflora (1%); Lomandra logifolia (2%); Microlaena stipoides (25%); Themeda australis (5%); Entolasia stricta (10); Oplismenus aemulus (6%)"	"meth_2.28"	"Bursaria spinosa (2%); Melaleuca decora (5%); Melaleuca nodosa (5%); Bursaria spinosa (2%);"	"meth_2.28"	"Angophora subvelutina (12%)"	"meth_2.28"	NA	"Woodland"	8.353510896	"meth_2.1"	846	17.26983	1619	5235	0.5235	8.44337207724088	63	150.683263089406	9.09090909090909	26658295	"Bin2"	"BASE"
"X401589"	401589	"Soil"	17.85373333	"meth_2.1"	"Free-living"	NA	""	13.31	"meth_1.23"	NA	""	"2021-01-28T00:00:00"	"SL102346"	""	""	0.0384	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.20869377	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.79639 150.67021"	-33.79639	"Kurosol"	"meth_2.27"	150.67021	15.1153933	"meth_1.23"	1.561564444	"meth_2.1"	""	""	0.023929956	"meth_2.1"	NA	""	5.8	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Mulgoa NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	78.69	"meth_1.23"	8	"meth_1.23"	NA	NA	"102.100.100/401589"	"frozen"	NA	""	"42_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401589"	"1/28/21"	""	"Cymbogon refractus (1%); Lomandra gracilis (6%)"	"meth_2.28"	"Bursaria spinosa (75%)"	"meth_2.28"	"Eucalyptus moluccana (15%); Eucalyptus crebra (5%); Eucalyptus tereticornis (1%); Eucalyptus sparsifolia (4%)"	"meth_2.28"	NA	"Woodland"	8.088235294	"meth_2.1"	863	17.0125	1625	5290	0.529	9.04675337424507	64	150.664401343454	9.09090909090909	26607535	"Bin2"	"BASE"
"X401592"	401592	"Soil"	15.2579321	"meth_2.1"	"Free-living"	NA	""	20.91	"meth_1.23"	NA	""	"2021-02-01T00:00:00"	"SL102346"	""	""	0.0742	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.800284255	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.74123 151.03748"	-33.74123	"Sodosol"	"meth_2.27"	151.03748	15.8650956	"meth_1.23"	4.463600823	"meth_2.1"	""	""	0.005972531	"meth_2.1"	NA	""	5.42	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Cumberland State Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	71.09	"meth_1.23"	8	"meth_1.23"	NA	NA	"102.100.100/401592"	"frozen"	NA	""	"45_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401592"	"2/1/21"	""	"Lachnagrostis filiformis (2%); Oplismenus aemulus (5%)"	"meth_2.28"	"Exocarpos cupressiformis (1%); Breynia oblongifolia (5%); Pittosporum undulatum (4%)"	"meth_2.28"	"Eucalyptus pilularis (6%); Eucalyptus saligna (30%); Acacia decurrens (5%); Alphitonia excelsa (5%); Glochidion ferdinandi (10%); Noteleaea longofolia (3%); Clerodendrum tomentosum (2%)"	"meth_2.28"	NA	"Woodland"	20.58823529	"meth_2.1"	1096	17.0865	1571	7300	0.73	11.1694752394725	63	150.673403108089	9.09090909090909	34838770	"Bin3"	"BASE"
"X401606"	401606	"Soil"	4	"meth_2.1"	"Free-living"	0.34	"meth_2.1"	NA	""	NA	""	"2021-11-23T00:00:00"	"SL102523"	"GRBR"	"meth_2.1"	0.017	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.25	"meth_2.1"	92.3	"meth_2.1"	1.69	"meth_2.1"	0.21	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	2.81	"meth_2.1"	0.26	"meth_2.1"	0.2	"meth_2.1"	0.12	"meth_2.1"	0.06	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.311 150.25119"	-33.311	"Kandosol"	"meth_2.27"	150.25119	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Upper slope}"	""	2.69	"meth_2.1"	4.2	"meth_2.1"	5.1	"meth_2.1"	4	"meth_2.1"	58	"meth_2.1"	"shoulder"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Wollemi National Park; 4.5km south west of Galah Mountain. 20.6 km north east of Lithgow"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401606"	"frozen"	3.3	"meth_2.1"	"AMI006-0"	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401606"	"11/23/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1058	11.95683	1306	8158	0.8158	11.2153826588747	62	150.681450330229	9.09090909090909	33077322	"Bin3"	"BASE"
"X12838"	12838	"Soil"	4	"meth_2.1"	"Free-living"	0.28	"meth_2.1"	NA	""	NA	""	"2013-08-21T00:00:00"	""	"LTGR"	""	0.024	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.23	"meth_2.1"	87.52	"meth_2.1"	9.78	"meth_2.1"	0.43	"meth_2.1"	47	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	1.021	"meth_2.1"	0.87	"meth_2.1"	0.9	"meth_2.1"	0.1	"meth_2.1"	0.12	"meth_2.1"	NA	""	""	""	"Temperate"	"Australia:Queensland [GAZ_00002792]"	"0"	"meth_2.1"	"DOI 10.5281/zenodo.6265730"	"meth_2.26"	"-27.632688 153.083025"	-27.632688	"Tenosols"	"meth_2.27"	153.083025	NA	""	1e-10	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	1.63	"meth_2.1"	4.5	"meth_2.1"	5.5	"meth_2.1"	3	"meth_2.1"	38	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Karawatha Forest Park"	""	"Soil"	NA	""	NA	""	NA	4	"102.100.100/12838"	"frozen"	3	"meth_2.1"	""	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12838"	"8/21/13"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1184	20.113	1796	6663	0.6663	0.980602993789873	61	149.739174192766	0	32952993	"Bin3"	"BASE"
"X401570"	401570	"Soil"	76.19449812	"meth_2.1"	"Free-living"	NA	""	25.91	"meth_1.23"	NA	""	"2021-02-04T00:00:00"	"SL102346"	""	""	0.0953	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.008504267	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.73623 151.15686"	-33.73623	"Sodosol"	"meth_2.27"	151.15686	14.21354758	"meth_1.23"	49.72987162	"meth_2.1"	""	""	0.135727602	"meth_2.1"	NA	""	4.92	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Browns Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	47.09	"meth_1.23"	27	"meth_1.23"	NA	NA	"102.100.100/401570"	"frozen"	NA	""	"23_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401570"	"2/4/21"	""	"Lomandra longifolia (5%); Microlaena stipoides (1%)"	"meth_2.28"	"Notelaea ovata (9%); Maytenus silvestris (1%); Hymenosporum flavum (4%); Elaeocarpus reticulatus (2%); Trema tomentosa (1%)"	"meth_2.28"	"Eucalyptus pilularis (50%); Allocasuarina torulosa (8%); Eucalyptus saligna (2%); Clerodendrum floribundum (10%); Angophora costata (7%); Notelaea longifolia (2%)"	"meth_2.28"	NA	"Woodland"	85.30864198	"meth_2.1"	1297	16.86283	1526	8718	0.8718	10.8835919620191	62	150.66672292629	9.09090909090909	31686431	"Bin3"	"BASE"
"X401582"	401582	"Soil"	3.487694344	"meth_2.1"	"Free-living"	NA	""	11.31	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.1058	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.920771116	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.73046 151.10237"	-33.73046	"Sodosol"	"meth_2.27"	151.10237	9.591543977	"meth_1.23"	7.678849755	"meth_2.1"	""	""	0.029394909	"meth_2.1"	NA	""	5.16	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Fox Valley Road/ Elizebeth Rd"	"Kumari Rajapaksha Prathirajage"	"Soil"	70.69	"meth_1.23"	18	"meth_1.23"	NA	NA	"102.100.100/401582"	"frozen"	NA	""	"35_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401582"	"2/5/21"	""	"Oplismenus imbecillus (6%); Entolasia marginata (5%)"	"meth_2.28"	"Pittosporum undulatum (10%)"	"meth_2.28"	"Syncarpia glomulifera (45%); Angophora costata (10%); Eucalyptus saligna (8%); Eucalyptus pilularis (10%)"	"meth_2.28"	NA	"Woodland"	23.58208955	"meth_2.1"	1218	16.91033	1537	8077	0.8077	10.0000757359083	64	150.679008208034	9.09090909090909	30580405	"Bin3"	"BASE"
"X401595"	401595	"Soil"	8.403590671	"meth_2.1"	"Free-living"	NA	""	2.91	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.0625	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.555801208	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.73914 151.13336"	-33.73914	"Sodosol"	"meth_2.27"	151.13336	9.395154506	"meth_1.23"	3.178501603	"meth_2.1"	""	""	0.036638769	"meth_2.1"	NA	""	5.02	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Sheldon Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	87.09	"meth_1.23"	10	"meth_1.23"	NA	NA	"102.100.100/401595"	"frozen"	NA	""	"48_2"	"87.09"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401595"	"2/5/21"	""	"Oplismenus imbecillus (20%); Lachnagrostis filiformis (10%); Microlaena stipoides (4%); Entolasia marginata (1.5%)"	"meth_2.28"	"Acacia longifolia (15%); Breynia oblongifolia (2%); Denhamia silvestris (1%); Pittosporum revolutum (1%)"	"meth_2.28"	"Eucalyptus saligna (45%); Eucalyptus pilularis (5%); Glochidion ferdinandi (1%); Acacia decurrens (7%)"	"meth_2.28"	NA	"Woodland"	35.43046358	"meth_2.1"	1297	16.86283	1531	8533	0.8533	9.74137917157768	63	150.665920458152	9.09090909090909	30470929	"Bin3"	"BASE"
