layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
Brady_401553_Strain_2	0.94983	0.81262	0.851059	0.818592	0.943123	0.943382	0.929226	0.933495	0.930402	0.938747	0.938541	0.854341	0.928939	0.937895	0.940233	0.931788	0.817673	0.851676	0.81622	0.939737	0.814365	0.934962	0.931892	0.858362	0.856198	0.817969	0.936678	0.8202	0.941147	0.852234	0.814223	0.938596	0.814803	0.851376	0.86382	0.813482	0.932573	0.818117	0.937523	0.935372	0.818182	0.93233	0.868721	0.855124	0.813503	0.832564	0.93541	0.935423	0.853884	0.845432	0.855814	0.870295	0.933746	0.939538	0.818297	0.817812	0.863896	0.815256	0.933917	0.853158	0.939991	0.805173	0.937038	0.935144	0.935196	0.849327	0.796676	0.812202	0.819845	0.933581	0.937022	0.854184	0.940898	0.931771	0.846507	0.810811	0.849335	0.84864	0.931719	0.801211	0.807563	0.93516	0.929419	0.81874	0.847979	0.861611	0.817054	0.817604	0.935771	0.933698	0.937173	0.943248	0.924328	0.856304	0.935151	0.842378	0.847978	0.938949	0.851233	0.851353	0.928039	0.805686	0.855385	0.829377	0.850524	0.941318	0.931256	0.846906	0.93419	0.9265	0.937606	0.934122	0.846269	0.939207	0.861152	0.922956	0.934506	0.855257	0.938894	1.0	0.941846	0.934615	0.851284	0.939132	0.862785	0.940482	0.940309	0.816716	0.928749	0.854456	0.814058	0.936822	0.820012	0.934426	0.9423	0.93253	0.805957	0.935673	0.94386	0.85522	0.939183	0.939955	0.961471	0.933329	0.818492	0.938137	0.865307	0.936625	0.939406	0.941483	0.939764	0.936106	0.939704	0.936594	0.936127	0.925369	0.811852	0.85006	0.934533	0.934083	0.939052	0.942881	0.851941	0.845872	0.813611	0.852285	0.937407	0.938939	0.862595	0.864512	0.864104	0.849668	0.934244	0.932871	0.81492	0.818464	0.927421	0.938705	0.853233	0.81847	0.867858
Brady_401554_Strain_1	0.961163	0.840601	0.87627	0.840598	0.96141	0.957884	0.933959	0.934715	0.937227	1.0	0.938944	0.880933	0.928885	0.957358	0.957076	0.936662	0.846856	0.876383	0.836063	0.957458	0.844214	0.939769	0.936325	0.88547	0.88243	0.847348	0.938244	0.839107	0.959343	0.876823	0.837675	0.959818	0.839544	0.875594	0.885234	0.833532	0.934847	0.839986	0.958125	0.958725	0.84114	0.9326	0.893444	0.882583	0.833888	0.861196	0.939876	0.936364	0.881094	0.871802	0.882665	0.894263	0.936514	0.958779	0.849127	0.839773	0.884192	0.845686	0.938625	0.877122	0.959622	0.836086	0.959099	0.938761	0.95843	0.873588	0.820777	0.839239	0.837101	0.938839	0.959221	0.882791	0.957935	0.933494	0.872536	0.837808	0.87362	0.874623	0.931573	0.826599	0.8324	0.937963	0.931338	0.849005	0.873857	0.884152	0.847181	0.848141	0.956355	0.95966	0.956465	0.962696	0.929144	0.882699	0.956161	0.870475	0.873827	0.961199	0.875623	0.880207	0.931945	0.826511	0.881792	0.856815	0.874956	0.958897	0.933345	0.87306	0.938896	0.929241	0.957352	0.956249	0.872898	0.959415	0.885849	0.927602	0.939939	0.880602	0.961419	0.938757	0.960001	0.957357	0.875436	0.960046	0.883444	0.961991	0.961638	0.846812	0.932038	0.881026	0.833557	0.957955	0.837636	0.939889	0.961814	0.955075	0.829046	0.957844	0.959712	0.881848	0.956296	0.956842	0.957633	0.934883	0.838951	0.958072	0.882721	0.955438	0.961189	0.960906	0.960988	0.938436	0.959378	0.956922	0.941163	0.927598	0.835792	0.874108	0.955057	0.938551	0.957274	0.9629	0.879442	0.872286	0.833081	0.877153	0.956857	0.957409	0.882955	0.8847	0.889459	0.873683	0.940159	0.955713	0.835779	0.848811	0.931922	0.95917	0.877568	0.849608	0.89322
Brady_401554_Strain_2	0.948262	0.810527	0.84626	0.812604	0.942788	0.941595	0.930975	0.93063	0.93197	0.959613	0.933994	0.85073	0.925505	0.935932	0.93795	0.934354	0.815111	0.845401	0.808639	0.939335	0.812467	0.93594	0.933759	0.857352	0.851474	0.816196	0.932683	0.811748	0.940843	0.846312	0.811185	0.938381	0.811641	0.845914	0.855801	0.807354	0.930685	0.812784	0.935436	0.934388	0.812515	0.928639	0.867078	0.852221	0.80789	0.831562	0.936405	0.930842	0.851824	0.840562	0.851733	0.867686	0.932794	0.938786	0.816022	0.811616	0.854489	0.814048	0.937242	0.845695	0.939074	0.807883	0.936267	0.935159	0.934144	0.843372	0.798214	0.810174	0.810779	0.935406	0.936793	0.852948	0.93998	0.930639	0.841669	0.809184	0.843955	0.843175	0.926952	0.802419	0.805312	0.934555	0.927288	0.816122	0.843064	0.854598	0.815011	0.815727	0.933695	1.0	0.934097	0.942711	0.925607	0.851494	0.932845	0.839344	0.841854	0.938464	0.845856	0.850228	0.930361	0.804299	0.854479	0.827309	0.844782	0.940731	0.927932	0.841972	0.936286	0.926803	0.93587	0.932643	0.841856	0.938067	0.85679	0.923835	0.937722	0.851411	0.938554	0.933824	0.940381	0.933369	0.844733	0.939	0.853916	0.94004	0.940157	0.814703	0.930713	0.851333	0.808155	0.935348	0.810513	0.936699	0.942215	0.93149	0.805057	0.93437	0.942053	0.851571	0.936202	0.937323	0.937679	0.93179	0.811105	0.936669	0.852202	0.934533	0.939101	0.941132	0.938607	0.936907	0.938663	0.935823	0.938538	0.923491	0.808785	0.844143	0.93207	0.937072	0.938459	0.943132	0.850411	0.841324	0.806475	0.847108	0.93464	0.938174	0.852959	0.854104	0.861886	0.843476	0.934552	0.931831	0.80767	0.816146	0.929017	0.938043	0.845953	0.816246	0.865917
Brady_401556_Strain_1	0.959732	0.841883	0.877294	0.843322	0.959598	0.958394	0.932929	0.934954	0.934466	0.957332	0.93888	0.883685	0.928382	0.960626	0.959648	0.93488	0.848164	0.878558	0.839402	0.956355	0.845123	0.937819	0.934474	0.886269	0.884156	0.847761	0.938252	0.844586	0.957213	0.879016	0.841294	0.957184	0.842041	0.876434	0.887347	0.837454	0.955522	0.843104	0.958077	0.958428	0.843775	0.932597	0.895591	0.885608	0.83774	0.865453	0.938052	0.936816	0.881807	0.873836	0.883824	0.897065	0.936101	0.956637	0.848932	0.843031	0.889248	0.84415	0.935945	0.880309	0.957629	0.832196	0.956553	0.937503	0.958482	0.875652	0.819276	0.842363	0.842266	0.936714	0.956857	0.883273	0.9578	0.932868	0.874577	0.839822	0.875756	0.877093	0.931326	0.824957	0.831943	0.935544	0.932127	0.848711	0.87617	0.88729	0.847404	0.849158	0.960088	0.93582	0.95841	0.959071	0.928266	0.884565	0.95762	0.872809	0.876036	0.958588	0.878212	0.87995	0.931419	0.82878	0.882511	0.862124	0.878041	0.957245	0.933906	0.874529	0.937028	0.928358	1.0	0.955838	0.874679	0.958299	0.887447	0.927378	0.937237	0.883378	0.95763	0.937649	0.959158	0.957632	0.878512	0.957074	0.889203	0.958603	0.957443	0.847414	0.931593	0.884051	0.837636	0.958933	0.841869	0.937528	0.959502	0.955457	0.82992	0.955391	0.959871	0.883715	0.960243	0.959909	0.958368	0.934194	0.843292	0.959943	0.887956	0.958867	0.956785	0.95939	0.958931	0.936665	0.959959	0.953783	0.938597	0.926917	0.836038	0.877272	0.955649	0.936944	0.955705	0.958836	0.880396	0.873804	0.837519	0.878711	0.959082	0.956041	0.888038	0.889901	0.890764	0.87581	0.938006	0.955462	0.838278	0.84812	0.932213	0.957154	0.879902	0.850742	0.894715
Brady_401556_Strain_2	0.944509	0.811909	0.845179	0.813949	0.939728	0.938747	0.926883	0.933708	0.927185	0.934861	0.935256	0.851431	0.925843	0.935145	0.936749	0.930405	0.815697	0.845598	0.81037	0.936631	0.813267	0.931946	0.929613	0.854728	0.850872	0.81655	0.93483	0.814816	0.937711	0.846234	0.813067	0.935134	0.813758	0.844762	0.856106	0.808972	1.0	0.813748	0.933753	0.933231	0.812851	0.930046	0.865943	0.853002	0.809345	0.832562	0.932906	0.934077	0.850198	0.840326	0.851047	0.867915	0.933723	0.935933	0.815646	0.812851	0.856842	0.814509	0.931535	0.845963	0.936325	0.805105	0.933713	0.934572	0.932678	0.843536	0.798189	0.811015	0.812726	0.931721	0.934132	0.85033	0.937142	0.930773	0.840742	0.812184	0.843791	0.843671	0.928211	0.801265	0.806319	0.931755	0.930497	0.815991	0.842069	0.854395	0.815753	0.815527	0.933696	0.930758	0.933071	0.939231	0.924081	0.851112	0.931662	0.840356	0.841593	0.936043	0.846071	0.846729	0.929317	0.804818	0.851613	0.829111	0.84553	0.937466	0.931097	0.840772	0.931893	0.924549	0.955609	0.930969	0.840441	0.934945	0.855531	0.922428	0.931593	0.850236	0.935355	0.932669	0.937316	0.932689	0.845784	0.935885	0.856656	0.937221	0.936311	0.814997	0.929639	0.852123	0.809605	0.933803	0.81338	0.932152	0.93934	0.930601	0.806413	0.932252	0.939454	0.850111	0.936078	0.936382	0.935485	0.929968	0.812743	0.935596	0.855797	0.933707	0.935383	0.938669	0.935949	0.9333	0.936588	0.93231	0.932809	0.922154	0.810437	0.844521	0.930479	0.932947	0.935677	0.939484	0.849255	0.839768	0.809057	0.846607	0.933621	0.935803	0.856364	0.857093	0.861106	0.843934	0.93172	0.930401	0.809977	0.815553	0.928814	0.935388	0.84596	0.816516	0.865825
Brady_401557_Strain_1	0.959431	0.841847	0.877234	0.844841	0.958591	0.960162	0.932564	0.935905	0.934827	0.956324	0.94027	0.881672	0.92923	0.960985	0.961883	0.935024	0.847218	0.878621	0.841681	0.955936	0.84362	0.938103	0.934928	0.884464	0.883802	0.848977	0.939525	0.848981	0.956302	0.879743	0.841799	0.955848	0.842354	0.876827	0.888288	0.839746	0.93605	0.843993	0.957593	0.95637	0.845001	0.933621	0.892897	0.883477	0.839755	0.864248	0.938328	0.957264	0.878964	0.873021	0.883934	0.894196	0.936825	0.955855	0.849428	0.845367	0.893302	0.844398	0.936486	0.879941	0.956475	0.830018	0.955506	0.938669	0.956659	0.875314	0.817554	0.841224	0.845425	0.936983	0.955313	0.880918	0.957975	0.933434	0.873861	0.839057	0.875184	0.876141	0.932681	0.822851	0.830672	0.936805	0.93233	0.849693	0.875996	0.88667	0.848302	0.849022	0.959424	0.93621	0.959253	0.958264	0.928683	0.884276	0.957542	0.872452	0.874865	0.95691	0.877989	0.880483	0.931254	0.828059	0.880371	0.86143	0.87755	0.957224	0.93469	0.873689	0.937166	0.928993	0.960235	0.954753	0.873769	0.958468	0.887104	0.92691	0.93763	0.882419	0.95675	0.939218	0.959883	0.955448	0.87807	0.955859	0.893542	0.957469	0.956668	0.847788	0.93176	0.88217	0.839409	0.95839	0.845324	0.937763	0.958266	0.953444	0.829209	0.953581	0.961124	0.883051	1.0	0.9619	0.959984	0.934691	0.846429	0.959092	0.892179	0.959967	0.955769	0.958281	0.958446	0.937695	0.959794	0.95292	0.939125	0.92753	0.836798	0.876997	0.955726	0.936894	0.95476	0.957812	0.877979	0.873464	0.840405	0.878409	0.959291	0.955151	0.892577	0.894584	0.88918	0.875519	0.938461	0.953963	0.840091	0.849304	0.931589	0.955784	0.879788	0.851239	0.891683
Brady_401557_Strain_2	0.945796	0.813799	0.847563	0.815735	0.941077	0.940942	0.926241	0.934562	0.927727	0.936295	0.938289	0.852705	0.926779	0.936881	0.939206	0.929897	0.816183	0.847453	0.813991	0.938235	0.814342	0.932505	0.929289	0.855168	0.853188	0.81636	0.938172	0.81875	0.938781	0.84807	0.81405	0.936524	0.814643	0.847412	0.858977	0.81249	0.934083	0.81569	0.935417	0.934	0.815418	0.931356	0.866465	0.853894	0.813545	0.833084	0.932864	1.0	0.850636	0.841666	0.85351	0.867361	0.933666	0.937204	0.816769	0.815088	0.864724	0.813867	0.931799	0.848765	0.937586	0.805414	0.934698	0.935397	0.933906	0.845385	0.797547	0.814472	0.818301	0.931416	0.935173	0.85063	0.938958	0.930983	0.842258	0.81218	0.844894	0.845019	0.93015	0.800631	0.807234	0.933073	0.930683	0.8174	0.844956	0.857969	0.817393	0.816308	0.934821	0.930775	0.93507	0.940485	0.923136	0.853682	0.932933	0.84256	0.843869	0.937079	0.847527	0.849387	0.927441	0.804924	0.852421	0.830487	0.84682	0.939077	0.933353	0.842806	0.931692	0.924512	0.936886	0.932355	0.842427	0.936808	0.85808	0.921293	0.931864	0.85276	0.936697	0.935363	0.939357	0.933005	0.847483	0.936995	0.864328	0.938408	0.937701	0.816411	0.928353	0.852254	0.813085	0.93534	0.817791	0.932108	0.940254	0.930984	0.806238	0.933009	0.941312	0.853199	0.957229	0.93862	0.937815	0.930561	0.816587	0.937274	0.864399	0.93544	0.936489	0.93993	0.937745	0.93376	0.938635	0.933686	0.933296	0.923154	0.809201	0.845138	0.932778	0.932199	0.9369	0.940534	0.848655	0.842327	0.812116	0.848726	0.935751	0.93689	0.8637	0.864764	0.862876	0.845355	0.932253	0.931724	0.812227	0.817344	0.92713	0.936456	0.848434	0.818248	0.865005
Brady_401558_Strain_1	0.959238	0.842757	0.878991	0.845167	0.958992	0.959055	0.932731	0.954842	0.934759	0.957354	0.938839	0.884095	0.928672	1.0	0.960603	0.93476	0.848235	0.879195	0.841104	0.956038	0.846475	0.937727	0.934597	0.887132	0.885743	0.849189	0.938075	0.847107	0.957119	0.880157	0.841871	0.957041	0.842568	0.877411	0.888404	0.83942	0.935232	0.844302	0.958469	0.9581	0.844931	0.93226	0.895689	0.886215	0.838958	0.865355	0.937536	0.936899	0.881398	0.873921	0.88532	0.896493	0.93601	0.956646	0.850599	0.845319	0.890744	0.845221	0.935917	0.881114	0.957388	0.832177	0.956664	0.937502	0.958368	0.876699	0.820114	0.843123	0.845328	0.936549	0.956574	0.88249	0.958025	0.93297	0.875108	0.839115	0.876976	0.878032	0.931518	0.824619	0.833054	0.935745	0.931626	0.850842	0.876896	0.887288	0.848829	0.849857	0.959829	0.935849	0.959214	0.95875	0.9285	0.885246	0.958468	0.873474	0.877863	0.958195	0.879291	0.881088	0.931068	0.830428	0.882415	0.861537	0.879376	0.957241	0.933859	0.875484	0.93651	0.928278	0.960671	0.956084	0.875093	0.95872	0.888257	0.927481	0.937356	0.884075	0.957693	0.937958	0.95971	0.957104	0.878597	0.956811	0.890354	0.95848	0.957317	0.849475	0.931581	0.884215	0.840245	0.959266	0.844373	0.937351	0.958808	0.955634	0.83074	0.955196	0.960477	0.884228	0.960996	0.960631	0.959339	0.933851	0.844906	0.960033	0.889321	0.959333	0.956772	0.958815	0.95898	0.936674	0.959982	0.953957	0.938477	0.926915	0.837953	0.877778	0.956801	0.936738	0.955679	0.958519	0.87946	0.874336	0.838774	0.87992	0.959554	0.956091	0.890317	0.891233	0.891621	0.876627	0.938058	0.955367	0.839853	0.849775	0.931636	0.956933	0.88108	0.853074	0.894739
Brady_401558_Strain_2	0.943685	0.811791	0.847028	0.816813	0.938953	0.938489	0.926724	1.0	0.92708	0.934692	0.935923	0.851271	0.926896	0.954858	0.936361	0.929992	0.816249	0.846145	0.813257	0.936179	0.813438	0.931856	0.929417	0.854614	0.852135	0.817025	0.935511	0.816742	0.937223	0.846938	0.813724	0.934934	0.813615	0.845782	0.856614	0.812678	0.933799	0.816323	0.933335	0.932406	0.8155	0.930656	0.86611	0.852417	0.812303	0.832746	0.932287	0.93475	0.849292	0.840765	0.852075	0.867352	0.933619	0.93557	0.816535	0.815446	0.858673	0.815239	0.931105	0.847044	0.93582	0.806305	0.933296	0.934451	0.932576	0.84472	0.798736	0.812262	0.81675	0.931485	0.933518	0.850996	0.936942	0.931134	0.84188	0.811441	0.844767	0.843754	0.928907	0.801877	0.807402	0.932376	0.930325	0.81678	0.843977	0.856282	0.816659	0.81693	0.932699	0.930705	0.932869	0.938545	0.92331	0.85238	0.931186	0.84018	0.843925	0.935666	0.846582	0.84798	0.928281	0.804925	0.851805	0.830148	0.846356	0.937041	0.931288	0.842552	0.931269	0.924604	0.934873	0.93067	0.84219	0.934755	0.856661	0.922494	0.931238	0.852238	0.935048	0.933369	0.936945	0.931902	0.846004	0.935385	0.858357	0.936608	0.935693	0.815043	0.929191	0.851791	0.81247	0.933671	0.81631	0.931348	0.938431	0.93002	0.80579	0.931698	0.938918	0.851949	0.935756	0.936088	0.935384	0.930112	0.815845	0.935107	0.857909	0.933261	0.935207	0.937992	0.935637	0.933509	0.936208	0.932223	0.932305	0.923278	0.810099	0.844913	0.930415	0.932504	0.935071	0.938761	0.848852	0.841262	0.811102	0.847313	0.933251	0.935164	0.857743	0.859088	0.861301	0.844929	0.931195	0.930031	0.812598	0.817257	0.927873	0.934774	0.846301	0.818382	0.865896
Brady_401560_Strain_1	0.95784	0.843023	0.879377	0.844863	0.957159	0.956843	0.932307	0.93271	0.93328	0.956384	0.93645	0.885943	0.927426	0.959875	0.958811	0.933215	0.84842	0.88052	0.840072	0.954139	0.845419	0.935998	0.932893	0.888555	0.886541	0.849252	0.936397	0.845781	0.956103	0.881507	0.842215	0.956264	0.843337	0.878899	0.889537	0.838545	0.93371	0.844532	0.958518	0.958517	0.84573	0.931537	0.898977	0.887749	0.838571	0.866838	0.935886	0.934827	0.884501	0.875308	0.886363	0.899684	0.934379	0.955732	0.85063	0.84535	0.890715	0.845581	0.933704	0.882582	0.956571	0.832833	0.95583	0.93544	0.958293	0.878714	0.819744	0.841294	0.84312	0.935156	0.956218	0.885466	0.95635	0.931115	0.876521	0.840041	0.877928	0.878631	0.930523	0.825387	0.83451	0.933655	0.948039	0.850309	0.878004	0.888902	0.849463	0.849789	1.0	0.933718	0.959323	0.957361	0.927522	0.886335	0.958389	0.876005	0.877609	0.95774	0.881	0.881516	0.930576	0.830719	0.885561	0.863781	0.879941	0.955384	0.933122	0.875824	0.93502	0.92708	0.960099	0.955995	0.876634	0.957338	0.889179	0.927863	0.935296	0.884614	0.956445	0.935837	0.958062	0.958254	0.879974	0.956066	0.889903	0.957166	0.955877	0.849775	0.930586	0.886628	0.839349	0.958521	0.843898	0.935837	0.957208	0.957343	0.83166	0.955738	0.958401	0.885521	0.95942	0.959626	0.957723	0.933044	0.84308	0.959383	0.889437	0.959111	0.955552	0.957616	0.957891	0.934538	0.958468	0.953339	0.936309	0.925799	0.838904	0.87875	0.956413	0.935061	0.954668	0.957155	0.883129	0.876074	0.838568	0.880362	0.959534	0.955135	0.889722	0.890227	0.893637	0.879239	0.936186	0.955891	0.839983	0.850055	0.93228	0.95655	0.882188	0.853233	0.897269
Brady_401560_Strain_2	0.939137	0.813373	0.845353	0.816636	0.93485	0.934271	0.924597	0.93036	0.923814	0.93129	0.931326	0.852146	0.924486	0.931585	0.932596	0.926922	0.816683	0.846333	0.814008	0.93245	0.815121	0.927845	0.926172	0.855711	0.851442	0.818522	0.932121	0.818754	0.933391	0.845939	0.814997	0.931495	0.815667	0.846051	0.85611	0.812307	0.930545	0.816662	0.931231	0.93078	0.817002	0.928504	0.867412	0.853309	0.812566	0.833308	0.928727	0.930724	0.851282	0.840026	0.851102	0.868161	0.930486	0.93192	0.818208	0.81507	0.857139	0.816163	0.92742	0.846626	0.931916	0.805696	0.93028	0.930535	0.930317	0.843656	0.797884	0.81387	0.816058	0.928156	0.930439	0.852223	0.933004	0.927626	0.841122	0.812562	0.84377	0.843697	0.927342	0.802796	0.808044	0.928227	1.0	0.817989	0.842786	0.855274	0.818068	0.817446	0.948017	0.927319	0.930603	0.934598	0.921861	0.851212	0.929148	0.841895	0.842617	0.932399	0.846261	0.847021	0.926763	0.805244	0.85297	0.830714	0.845011	0.933063	0.928879	0.841197	0.927925	0.922113	0.932004	0.92816	0.841776	0.931205	0.855552	0.92243	0.927591	0.852031	0.931478	0.929465	0.93305	0.93112	0.845066	0.931973	0.855741	0.932868	0.932301	0.816239	0.926768	0.851715	0.812889	0.930395	0.816036	0.928139	0.934619	0.928981	0.805635	0.929867	0.934865	0.850644	0.932346	0.933144	0.931981	0.928269	0.815032	0.932094	0.856951	0.931259	0.931531	0.934166	0.932201	0.929642	0.932915	0.929053	0.928359	0.920921	0.812397	0.843997	0.928169	0.929051	0.931655	0.934493	0.849879	0.841136	0.81219	0.847839	0.931044	0.931966	0.855936	0.856552	0.861999	0.843647	0.927528	0.928057	0.81267	0.817768	0.926746	0.931465	0.846829	0.819606	0.866486
Brady_401561_Strain_1	0.962685	0.840677	0.87302	0.8419	0.962935	0.958517	0.934947	0.935645	0.937281	0.961211	0.939649	0.879386	0.929175	0.958204	0.957855	0.93751	0.847294	0.873901	0.835876	0.957921	0.84421	0.941029	0.936917	0.884315	0.878935	0.847207	0.938856	0.839615	0.961357	0.874588	0.840013	0.96101	0.840352	0.873091	0.882331	0.833911	0.936089	0.8416	0.95892	0.959865	0.842027	0.933204	0.894752	0.882113	0.834115	0.860106	0.941142	0.937202	0.880101	0.869454	0.878445	0.895158	0.937513	0.960327	0.849613	0.839925	0.881417	0.846195	0.938759	0.875359	0.96094	0.834632	0.959575	0.939663	0.95952	0.871155	0.821584	0.839807	0.837474	0.940103	0.960248	0.881367	0.959175	0.934297	0.870703	0.838193	0.870296	0.871653	0.931765	0.828683	0.833331	0.93807	0.932453	0.849869	0.871417	0.882527	0.847443	0.848136	0.957688	0.938512	0.956454	0.963816	0.929332	0.879176	0.956507	0.868691	0.871669	1.0	0.873091	0.876176	0.933083	0.828942	0.880971	0.857465	0.872834	0.959393	0.9345	0.870161	0.940173	0.929598	0.958585	0.957065	0.870119	0.959247	0.88273	0.928226	0.94019	0.878329	0.961341	0.938937	0.960039	0.958678	0.872705	0.961062	0.880281	0.962726	0.961014	0.847074	0.933026	0.879957	0.833581	0.958656	0.838296	0.941057	0.963209	0.956052	0.831821	0.958767	0.960734	0.878135	0.956932	0.957636	0.957535	0.935631	0.839346	0.959192	0.879261	0.956194	0.961089	0.962307	0.961774	0.939361	0.960223	0.957042	0.941462	0.927659	0.838444	0.871618	0.955327	0.961817	0.95879	0.964559	0.878458	0.869683	0.833544	0.874278	0.95734	0.958959	0.880704	0.881709	0.888425	0.871232	0.941436	0.956317	0.834836	0.849849	0.933296	0.960799	0.874596	0.850953	0.89345
