"","Prefix","sampleID","am_environment","ammonium_nitrogen_wt","ammonium_nitrogen_wt_meth","biotic_relationship","boron_hot_cacl2","boron_hot_cacl2_meth","clay","clay_meth","coarse_sand","coarse_sand_meth","collection_date","collection_permit","color","color_meth","conductivity","conductivity_meth","crop_rotation_1yr_since_present","crop_rotation_2yrs_since_present","crop_rotation_3yrs_since_present","crop_rotation_4yrs_since_present","crop_rotation_5yrs_since_present","database_schema_definitions_url","density","density_meth","depth","depth_lower","depth_upper","dtpa_copper","dtpa_copper_meth","dtpa_iron","dtpa_iron_meth","dtpa_manganese","dtpa_manganese_meth","dtpa_zinc","dtpa_zinc_meth","elev","env_broad_scale","env_local_scale","env_medium","exc_aluminium","exc_aluminium_meth","exc_calcium","exc_calcium_meth","exc_magnesium","exc_magnesium_meth","exc_potassium","exc_potassium_meth","exc_sodium","exc_sodium_meth","fine_sand","fine_sand_meth","fire","funding_agency","general_env_feature","geo_loc_name","gravel","gravel_meth","hyperspectral_analysis","hyperspectral_analysis_meth","lat_lon","latitude","local_class","local_class_meth","longitude","microbial_biomass","microbial_biomass_meth","nitrate_nitrogen","nitrate_nitrogen_meth","notes","nucl_acid_ext","organic_carbon","organic_carbon_meth","ph","ph_meth","ph_solid_h2o","ph_solid_h2o_meth","phosphorus_colwell","phosphorus_colwell_meth","potassium_colwell","potassium_colwell_meth","profile_position","samp_collect_device","samp_mat_process","sample_attribution","sample_database_file","sample_metadata_ingest_date","sample_metadata_ingest_file","sample_metadata_update_history","sample_site_location_description","sample_submitter","sample_type","sand","sand_meth","silt","silt_meth","slope_aspect","slope_gradient","source_mat_id","store_cond","sulphur","sulphur_meth","synonyms","texture","texture_meth","total_nitrogen","total_nitrogen_meth","url","utc_date_sampled","utc_time_sampled","vegetation_dom_grasses","vegetation_dom_grasses_meth","vegetation_dom_shrubs","vegetation_dom_shrubs_meth","vegetation_dom_trees","vegetation_dom_trees_meth","vegetation_total_cover","vegetation_type","water_content","water_content_soil_meth","bio12","bio1","et0_v3_yr","ai_v3_yr","AI","percent_duplicates","percent_gc","avg_sequence_length","percent_fails","total_sequences"
"11","102.100.100","12461","Soil",14,"meth_2.1","Free-living",0.64,"meth_2.1",20.02,"meth_2.1",40.74,"meth_2.1","2013-08-14T00:00:00","","BR","",0.077,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.66,"meth_2.1",159.65,"meth_2.1",146.03,"meth_2.1",6.49,"meth_2.1",1266,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",2.097,"meth_2.1",8.23,"meth_2.1",1.72,"meth_2.1",0.82,"meth_2.1",0.07,"meth_2.1",17.1,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.423733 148.797583",-35.423733,"Tenosols","meth_2.27",148.797583,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.46,"meth_2.1",4,"meth_2.1",5,"meth_2.1",54,"meth_2.1",357,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",57.85,"meth_2.1",22.13,"meth_2.1","",5,"102.100.100/12461","frozen",5.7,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12461","8/14/13","","","","","","","",NA,"Forest",39.13043478,"meth_2.1",1010,10.14133,1256,8020,0.802,0.515445582137673,60,150.728199461225,0,15048940
"12","102.100.100","12463","Soil",12,"meth_2.1","Free-living",0.41,"meth_2.1",15.84,"meth_2.1",47.36,"meth_2.1","2013-08-14T00:00:00","","BR","",0.063,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.84,"meth_2.1",130.67,"meth_2.1",232.09,"meth_2.1",10.12,"meth_2.1",1263,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.796,"meth_2.1",10.45,"meth_2.1",1.8,"meth_2.1",0.67,"meth_2.1",0.05,"meth_2.1",18.87,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.423883 148.797883",-35.423883,"Tenosols","meth_2.27",148.797883,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.46,"meth_2.1",4.3,"meth_2.1",5.3,"meth_2.1",47,"meth_2.1",261,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",66.23,"meth_2.1",17.93,"meth_2.1","",5,"102.100.100/12463","frozen",6.1,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12463","8/14/13","","","","","","","",NA,"Forest",37.12099745,"meth_2.1",1010,10.14133,1256,8020,0.802,0.534683473358115,63,149.745643738565,9.09090909090909,13771499
"13","102.100.100","12465","Soil",22,"meth_2.1","Free-living",1.35,"meth_2.1",12.69,"meth_2.1",46.07,"meth_2.1","2013-08-14T00:00:00","","BR","",0.064,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.89,"meth_2.1",133.05,"meth_2.1",167.95,"meth_2.1",8.88,"meth_2.1",1262,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.2,"meth_2.1",18.56,"meth_2.1",2.4,"meth_2.1",0.74,"meth_2.1",0.05,"meth_2.1",21.14,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.4214 148.79855",-35.4214,"Tenosols","meth_2.27",148.79855,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.82,"meth_2.1",4.7,"meth_2.1",5.7,"meth_2.1",68,"meth_2.1",320,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",67.21,"meth_2.1",20.09,"meth_2.1","",0,"102.100.100/12465","frozen",5,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12465","8/14/13","","","","","","","",NA,"Forest",39.63763509,"meth_2.1",1010,10.14133,1256,8020,0.802,0.567962962964899,61,150.734989685191,0,15489865
"14","102.100.100","12467","Soil",6,"meth_2.1","Free-living",0.37,"meth_2.1",18.15,"meth_2.1",51.52,"meth_2.1","2013-08-14T00:00:00","","BR","",0.07,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.75,"meth_2.1",129.03,"meth_2.1",206.88,"meth_2.1",10.48,"meth_2.1",1294,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.769,"meth_2.1",8.04,"meth_2.1",0.86,"meth_2.1",0.63,"meth_2.1",0.06,"meth_2.1",14.1,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.42375 148.79595",-35.42375,"Tenosols","meth_2.27",148.79595,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.3,"meth_2.1",4.4,"meth_2.1",5.4,"meth_2.1",49,"meth_2.1",268,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",65.62,"meth_2.1",16.23,"meth_2.1","",5,"102.100.100/12467","frozen",6.6,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12467","8/14/13","","","","","","","",NA,"Forest",28.10313076,"meth_2.1",1010,10.14133,1256,8020,0.802,0.77268168618383,60,150.732488246106,0,18885230
"15","102.100.100","12469","Soil",7,"meth_2.1","Free-living",0.49,"meth_2.1",16.9,"meth_2.1",50.11,"meth_2.1","2013-08-14T00:00:00","","BR","",0.081,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.62,"meth_2.1",99.48,"meth_2.1",100.06,"meth_2.1",4.24,"meth_2.1",1278,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.115,"meth_2.1",12.39,"meth_2.1",1.63,"meth_2.1",0.92,"meth_2.1",0.05,"meth_2.1",11.74,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.4235 148.7968",-35.4235,"Tenosols","meth_2.27",148.7968,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.75,"meth_2.1",5.2,"meth_2.1",6.1,"meth_2.1",51,"meth_2.1",361,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",61.85,"meth_2.1",21.25,"meth_2.1","",2,"102.100.100/12469","frozen",5.4,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12469","8/14/13","","","","","","","",NA,"Forest",25.78974625,"meth_2.1",1010,10.14133,1256,8020,0.802,0.57336617879362,61,150.742280700903,0,15255854
"16","102.100.100","12471","Soil",13,"meth_2.1","Free-living",0.33,"meth_2.1",13.51,"meth_2.1",43.12,"meth_2.1","2013-08-14T00:00:00","","BRYW","",0.05,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.73,"meth_2.1",132.78,"meth_2.1",110.04,"meth_2.1",3.37,"meth_2.1",1267,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.275,"meth_2.1",10.73,"meth_2.1",1.48,"meth_2.1",0.44,"meth_2.1",0.04,"meth_2.1",18.08,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.423867 148.797167",-35.423867,"Tenosols","meth_2.27",148.797167,NA,"",1,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.38,"meth_2.1",4.8,"meth_2.1",5.7,"meth_2.1",70,"meth_2.1",202,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",61.21,"meth_2.1",25.28,"meth_2.1","",5,"102.100.100/12471","frozen",4.2,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12471","8/14/13","","","","","","","",NA,"Forest",23.36943442,"meth_2.1",1010,10.14133,1256,8020,0.802,0.491809187277724,61,149.526144447513,0,16184010
"17","102.100.100","12473","Soil",8,"meth_2.1","Free-living",0.25,"meth_2.1",13.08,"meth_2.1",48.8,"meth_2.1","2013-08-14T00:00:00","","GRYW","",0.08,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.91,"meth_2.1",129.46,"meth_2.1",88.25,"meth_2.1",5.79,"meth_2.1",1300,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",1.019,"meth_2.1",4.2,"meth_2.1",0.83,"meth_2.1",0.42,"meth_2.1",0.04,"meth_2.1",18.92,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.42325 148.796767",-35.42325,"Tenosols","meth_2.27",148.796767,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.19,"meth_2.1",4.5,"meth_2.1",5.5,"meth_2.1",22,"meth_2.1",182,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",67.72,"meth_2.1",19.2,"meth_2.1","",2,"102.100.100/12473","frozen",13.7,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12473","8/14/13","","","","","","","",NA,"Forest",22.8719948,"meth_2.1",1010,10.14133,1256,8020,0.802,0.636363831695149,60,150.734086589975,0,15653983
"18","102.100.100","12475","Soil",16,"meth_2.1","Free-living",0.47,"meth_2.1",16.13,"meth_2.1",53.17,"meth_2.1","2013-08-14T00:00:00","","BR","",0.101,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.62,"meth_2.1",98.66,"meth_2.1",191.35,"meth_2.1",4.57,"meth_2.1",1292,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.364,"meth_2.1",11.18,"meth_2.1",1.48,"meth_2.1",0.62,"meth_2.1",0.05,"meth_2.1",14.46,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.42385 148.796583",-35.42385,"Tenosols","meth_2.27",148.796583,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.42,"meth_2.1",4.7,"meth_2.1",5.5,"meth_2.1",34,"meth_2.1",289,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",67.63,"meth_2.1",16.24,"meth_2.1","",5,"102.100.100/12475","frozen",6.1,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12475","8/14/13","","","","","","","",NA,"Forest",28.96572642,"meth_2.1",1010,10.14133,1256,8020,0.802,0.609492941002159,60,150.756250600511,0,16756550
"19","102.100.100","12477","Soil",9,"meth_2.1","Free-living",0.49,"meth_2.1",16.26,"meth_2.1",55.88,"meth_2.1","2013-08-14T00:00:00","","BR","",0.075,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.85,"meth_2.1",71.23,"meth_2.1",114.96,"meth_2.1",5.6,"meth_2.1",1285,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.6,"meth_2.1",7.84,"meth_2.1",0.9,"meth_2.1",0.6,"meth_2.1",0.03,"meth_2.1",13.55,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.422617 148.7961",-35.422617,"Tenosols","meth_2.27",148.7961,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.4,"meth_2.1",4.7,"meth_2.1",5.6,"meth_2.1",13,"meth_2.1",249,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",69.43,"meth_2.1",14.31,"meth_2.1","",7,"102.100.100/12477","frozen",9.9,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12477","8/14/13","","","","","","","",NA,"Forest",23.18766067,"meth_2.1",1010,10.14133,1256,8020,0.802,0.689280880279441,59,149.821205017926,0,15220869
"20","102.100.100","12479","Soil",6,"meth_2.1","Free-living",0.33,"meth_2.1",21.63,"meth_2.1",50.76,"meth_2.1","2013-08-14T00:00:00","","GRBR","",0.058,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.65,"meth_2.1",143.21,"meth_2.1",134.83,"meth_2.1",7.46,"meth_2.1",1287,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.543,"meth_2.1",7.85,"meth_2.1",1.16,"meth_2.1",0.33,"meth_2.1",0.04,"meth_2.1",8.04,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.423183 148.796383",-35.423183,"Tenosols","meth_2.27",148.796383,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.16,"meth_2.1",4.5,"meth_2.1",5.4,"meth_2.1",68,"meth_2.1",139,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",58.8,"meth_2.1",19.57,"meth_2.1","",5,"102.100.100/12479","frozen",4.9,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12479","8/14/13","","","","","","","",NA,"Forest",28.79581152,"meth_2.1",1010,10.14133,1256,8020,0.802,0.472134893400721,60,149.835463102768,0,17242242
"21","102.100.100","12481","Soil",1,"meth_2.1","Free-living",0.92,"meth_2.1",18.58,"meth_2.1",49.49,"meth_2.1","2014-03-10T00:00:00","","BROR","",0.159,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.58,"meth_2.1",2.18,"meth_2.1",1.53,"meth_2.1",0.63,"meth_2.1",61,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.053,"meth_2.1",10.73,"meth_2.1",2.59,"meth_2.1",0.51,"meth_2.1",0.85,"meth_2.1",28.01,"meth_2.1","","","Arid","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-32.526047 142.219292",-32.526047,"Vertosol","meth_2.27",142.219292,NA,"",3,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.17,"meth_2.1",8.1,"meth_2.1",9,"meth_2.1",19,"meth_2.1",198,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Kinchega NP","","Soil",77.5,"meth_2.1",3.92,"meth_2.1","",1,"102.100.100/12481","frozen",9.2,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12481","3/10/14","","","","","","","",NA,"Shrubland",3.646699945,"meth_2.1",270,18.48633,2301,1172,0.1172,0.552170691255711,66,150.65481883926,9.09090909090909,14307377
"22","102.100.100","12483","Soil",2,"meth_2.1","Free-living",0.3,"meth_2.1",10.98,"meth_2.1",56.99,"meth_2.1","2014-03-11T00:00:00","","BROR","",0.019,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.57,"meth_2.1",3.48,"meth_2.1",4.38,"meth_2.1",0.62,"meth_2.1",171,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.016,"meth_2.1",2.64,"meth_2.1",1.54,"meth_2.1",0.59,"meth_2.1",0.09,"meth_2.1",26.02,"meth_2.1","","","Arid","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-29.055658 141.898047",-29.055658,"Vertosol","meth_2.27",141.898047,NA,"",1,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.07,"meth_2.1",6.5,"meth_2.1",7.2,"meth_2.1",6,"meth_2.1",230,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Sturt NP","","Soil",83.01,"meth_2.1",6.02,"meth_2.1","",0,"102.100.100/12483","frozen",2.2,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12483","3/11/14","","","","","","","",NA,"Woodland",18.92500805,"meth_2.1",230,20.91117,2631,858,0.0858,0.847627070606535,66,149.617988001994,9.09090909090909,14854468
"23","102.100.100","12485","Soil",1,"meth_2.1","Free-living",0.31,"meth_2.1",7.94,"meth_2.1",59.94,"meth_2.1","2014-03-11T00:00:00","","BROR","",0.018,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.45,"meth_2.1",2.32,"meth_2.1",2.82,"meth_2.1",0.57,"meth_2.1",142,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.051,"meth_2.1",1.68,"meth_2.1",1.02,"meth_2.1",0.45,"meth_2.1",0.13,"meth_2.1",31.12,"meth_2.1","","","Arid","Australia:New South Wales [GAZ_00002793]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-29.035917 141.352819",-29.035917,"Kandosol","meth_2.27",141.352819,NA,"",2,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.1,"meth_2.1",6.4,"meth_2.1",7.1,"meth_2.1",6,"meth_2.1",179,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Sturt NP","","Soil",91.06,"meth_2.1",1,"meth_2.1","",0,"102.100.100/12485","frozen",0.9,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12485","3/11/14","","","","","","","",NA,"Dune",16.32825719,"meth_2.1",193,21.34867,2749,694,0.0694,1.59599612807622,66,149.603154231236,18.1818181818182,14436291
